1	contenttypes	0001_initial	2021-03-27 14:00:14.359958+00
2	contenttypes	0002_remove_content_type_name	2021-03-27 14:00:14.382491+00
3	auth	0001_initial	2021-03-27 14:00:14.433819+00
4	auth	0002_alter_permission_name_max_length	2021-03-27 14:00:14.470646+00
5	auth	0003_alter_user_email_max_length	2021-03-27 14:00:14.484165+00
6	auth	0004_alter_user_username_opts	2021-03-27 14:00:14.500565+00
7	auth	0005_alter_user_last_login_null	2021-03-27 14:00:14.517762+00
8	auth	0006_require_contenttypes_0002	2021-03-27 14:00:14.52321+00
9	auth	0007_alter_validators_add_error_messages	2021-03-27 14:00:14.53721+00
10	auth	0008_alter_user_username_max_length	2021-03-27 14:00:14.55604+00
11	auth	0009_alter_user_last_name_max_length	2021-03-27 14:00:14.574027+00
12	auth	0010_alter_group_name_max_length	2021-03-27 14:00:14.593578+00
13	auth	0011_update_proxy_permissions	2021-03-27 14:00:14.612096+00
14	auth	0012_alter_user_first_name_max_length	2021-03-27 14:00:14.635223+00
15	users	0001_initial	2021-03-27 14:00:14.699514+00
16	admin	0001_initial	2021-03-27 14:00:14.768436+00
17	admin	0002_logentry_remove_auto_add	2021-03-27 14:00:14.803173+00
18	admin	0003_logentry_add_action_flag_choices	2021-03-27 14:00:14.827258+00
19	api	0001_initial	2021-03-27 14:00:14.875098+00
20	api	0002_auto_20210327_1400	2021-03-27 14:00:15.097076+00
21	sessions	0001_initial	2021-03-27 14:00:15.138465+00
22	api	0003_auto_20210327_1415	2021-03-27 14:15:43.9097+00
23	api	0004_auto_20210327_1507	2021-03-27 15:08:49.099007+00
24	api	0005_auto_20210327_2023	2021-03-27 20:23:51.609464+00
25	api	0006_auto_20210327_2030	2021-03-27 20:30:31.850444+00
26	api	0007_auto_20210327_2105	2021-03-27 21:05:33.166222+00
27	api	0008_auto_20210329_0842	2021-03-29 08:42:41.031794+00
28	api	0009_auto_20210413_2022	2021-04-13 20:22:29.706913+00
29	api	0010_auto_20210414_0931	2021-04-14 09:32:04.460732+00
30	api	0011_auto_20210414_0932	2021-04-14 09:32:44.456393+00
31	api	0012_auto_20210418_0720	2021-04-18 07:20:38.717123+00
32	api	0013_auto_20210418_0811	2021-04-18 08:11:58.95113+00
33	api	0014_auto_20210418_0932	2021-04-18 09:32:18.555552+00
34	api	0015_auto_20210418_1745	2021-04-18 17:45:56.465436+00
35	api	0016_auto_20210419_1213	2021-04-19 12:13:28.894679+00
36	api	0017_auto_20210420_0817	2021-04-20 08:17:20.416461+00
37	api	0018_auto_20210420_0818	2021-04-20 08:18:58.790018+00
38	api	0019_auto_20210420_0838	2021-04-20 08:39:03.576927+00
39	api	0020_auto_20210424_2110	2021-04-24 21:11:04.591133+00
40	api	0021_auto_20210512_0722	2021-05-12 07:22:37.900362+00
41	api	0022_auto_20210512_0738	2021-05-12 07:39:05.839857+00
42	api	0023_auto_20210517_1308	2021-05-17 13:08:45.032161+00
43	api	0024_auto_20210528_0805	2021-05-28 08:05:21.725062+00
44	api	0025_auto_20210528_0808	2021-05-28 08:08:38.670457+00
45	api	0026_auto_20210528_0926	2021-05-28 09:26:16.562613+00
46	api	0027_auto_20210601_1235	2021-06-01 12:36:01.994109+00
47	api	0028_auto_20210602_0647	2021-06-02 06:52:06.420463+00
48	api	0029_auto_20210602_0651	2021-06-02 06:52:06.463794+00
49	api	0030_auto_20210603_0656	2021-06-03 07:02:44.105573+00
50	api	0031_auto_20210603_0734	2021-06-03 07:34:55.973363+00
51	api	0032_auto_20210603_0736	2021-06-03 07:36:30.878715+00
52	api	0033_auto_20210603_0737	2021-06-03 07:37:20.251885+00
53	api	0034_auto_20210603_0739	2021-06-03 07:39:30.315003+00
54	api	0035_auto_20210604_0713	2021-06-04 07:13:32.730036+00
55	api	0036_auto_20210604_0716	2021-06-04 07:16:44.655613+00
56	api	0037_auto_20210604_0818	2021-06-04 08:18:57.984825+00
57	api	0038_auto_20210604_1926	2021-06-04 19:26:23.122259+00
58	api	0039_auto_20210604_2118	2021-06-04 21:19:19.136699+00
59	api	0040_auto_20210608_0637	2021-06-08 06:37:46.068687+00
60	api	0041_auto_20210608_1031	2021-06-08 10:31:49.098615+00
61	api	0042_auto_20210608_1445	2021-06-08 14:45:44.423452+00
62	api	0043_auto_20210612_0642	2021-06-12 06:42:57.477353+00
63	api	0044_auto_20210618_0649	2021-06-18 06:50:17.875423+00
64	api	0045_auto_20210618_0747	2021-06-18 07:48:00.929354+00
65	api	0046_auto_20210618_0752	2021-06-18 07:52:41.148698+00
66	api	0047_auto_20210618_0758	2021-06-18 07:59:04.944445+00
67	api	0048_auto_20210618_0812	2021-06-18 08:13:05.276149+00
68	api	0049_auto_20210618_0834	2021-06-18 08:34:25.216349+00
69	api	0050_auto_20210618_0835	2021-06-18 08:35:56.67933+00
70	api	0051_auto_20210618_0836	2021-06-18 08:36:26.353406+00
71	api	0052_auto_20210618_0844	2021-06-18 08:44:08.335523+00
72	api	0053_auto_20210628_0705	2021-06-28 07:11:37.194503+00
73	api	0054_auto_20210628_0718	2021-06-28 07:18:54.110233+00
74	api	0055_auto_20210701_0947	2021-07-01 09:47:43.019443+00
75	api	0056_auto_20210701_0955	2021-07-01 09:57:21.155074+00
76	api	0057_auto_20210701_1129	2021-07-01 11:29:17.455015+00
77	api	0058_auto_20210704_0607	2021-07-04 06:09:50.868397+00
78	api	0059_auto_20210704_1328	2021-07-04 13:29:01.507059+00
79	api	0060_auto_20210704_1335	2021-07-04 13:35:57.605998+00
80	api	0061_auto_20210705_1314	2021-07-05 13:14:38.810091+00
81	api	0062_auto_20210705_1316	2021-07-05 13:16:59.348568+00
82	api	0063_auto_20210706_0547	2021-07-06 05:47:24.227169+00
83	api	0064_auto_20210706_0855	2021-07-06 08:55:59.396821+00
84	api	0065_auto_20210707_0742	2021-07-07 07:42:21.530801+00
85	api	0066_goodconsignment_pkgs	2021-07-17 04:39:24.113515+00
86	api	0067_sms	2021-08-26 12:36:28.402547+00
87	api	0068_bill	2021-12-14 06:42:22.843869+00
88	api	0069_otp	2022-04-07 18:29:35.124917+00
89	api	0070_historicalwarehouse	2022-05-15 09:43:31.576598+00
90	users	0002_auto_20220520_1317	2022-05-20 13:18:03.213285+00
91	users	0003_auto_20221022_1142	2022-10-22 11:43:03.653627+00
92	authtoken	0001_initial	2022-11-23 07:00:08.709804+00
93	authtoken	0002_auto_20160226_1747	2022-11-23 07:00:08.860515+00
94	authtoken	0003_tokenproxy	2022-11-23 07:00:08.873072+00
95	users	0004_auto_20221207_1552	2022-12-07 15:53:05.789809+00
96	users	0005_auto_20221208_0927	2022-12-08 09:27:25.612365+00
97	api	0071_announcement_notification	2023-01-14 16:43:45.281917+00
98	api	0072_auto_20230216_1244	2023-02-16 12:44:20.172638+00
99	api	0073_customerdevice	2023-05-24 14:50:44.741172+00
100	api	0074_auto_20230524_1546	2023-05-24 15:46:13.636054+00
101	api	0075_auto_20230614_0920	2023-06-14 09:20:38.254885+00
102	api	0076_auto_20230614_0923	2023-06-14 09:23:44.435911+00
\.


